Image File,Query Label,NUN Image,NUN Label,Distance,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63,latent_64,latent_65,latent_66,latent_67,latent_68,latent_69,latent_70,latent_71,latent_72,latent_73,latent_74,latent_75,latent_76,latent_77,latent_78,latent_79,latent_80,latent_81,latent_82,latent_83,latent_84,latent_85,latent_86,latent_87,latent_88,latent_89,latent_90,latent_91,latent_92,latent_93,latent_94,latent_95,latent_96,latent_97,latent_98,latent_99,latent_100,latent_101,latent_102,latent_103,latent_104,latent_105,latent_106,latent_107,latent_108,latent_109,latent_110,latent_111,latent_112,latent_113,latent_114,latent_115,latent_116,latent_117,latent_118,latent_119,latent_120,latent_121,latent_122,latent_123,latent_124,latent_125,latent_126,latent_127
town7_000003.png,GO,town7_000289.png,RIGHT,11.250499193303742,0.20284885,-1.551633,-1.4629604,1.5668977,-0.20921075,1.974214,1.8358978,1.7076858,-1.1910542,0.2832396,-0.6694929,-0.56991816,-0.2951339,0.9824891,1.4122531,-1.8778455,1.1927088,-1.0425934,-0.6010765,0.3367081,-0.8417849,0.23383674,-1.47115,2.5505283,-2.398841,0.16814321,1.847591,1.288297,-1.0437633,-1.5773314,0.28012562,1.8021396,-0.10733075,-1.0821018,-1.9068613,0.31687215,0.95537496,0.3258593,4.068589,1.2608407,-2.460187,-0.4996811,0.17710516,0.9401973,0.3711643,0.44092068,-1.392479,-1.3954816,-0.5786509,2.8279893,-1.6013849,-0.63881826,1.5614018,-1.0155197,-0.46240246,1.2938446,-0.13214937,1.7382581,-1.6973196,2.4193294,0.123912424,-0.39479947,-0.5815713,-0.86068356,-1.7986985,-0.9606,0.89292693,-0.4912818,0.4962806,1.4630772,-0.51177114,1.1441902,-0.44522026,1.1943995,-1.4156362,0.21746139,-0.22612545,1.499727,-0.40020326,-1.2609183,1.7982836,-2.1309571,-0.30507258,-0.23444015,0.7184701,1.6066856,-0.8585471,0.034207717,-1.202951,-1.0799038,-1.8937222,-0.0034782737,2.2332973,0.84061366,0.7917084,0.087750696,-2.2422383,-1.1275793,-0.6130855,-1.2075763,0.77018404,-1.7970027,2.1648154,1.916455,1.0411619,-1.011003,0.17183733,1.9995797,1.1438442,3.0150108,-2.2199724,1.0479137,1.2113518,-1.5742874,-0.22937539,-1.5327054,2.4765542,0.23421898,1.083971,0.8420521,-1.2894697,-0.92353964,1.6050186,-2.89744,0.65252906,1.4000605,0.51878846,-1.0540187
town7_000009.png,GO,town7_000290.png,LEFT,11.651233711590136,-0.04426582,-0.6197511,-0.6632336,0.32459265,-0.9040687,1.4708933,1.5680794,-0.5206657,0.9270739,1.0651364,-0.14101657,-0.4054954,-0.6792004,1.3425072,1.6084087,-2.8155286,1.3232832,-1.5843825,-0.26424354,0.284248,-1.2268018,-0.7039651,-2.7764537,1.7034047,-1.9585091,1.4180535,2.734924,0.4284479,-1.4623481,-0.9252752,0.9515156,-0.20993403,0.08591718,-0.8874207,-1.7617369,0.49508226,-0.5348686,-0.80471575,2.675513,1.4856703,-1.1888205,0.15666361,-0.18948185,-0.81330156,0.69642353,-0.22958137,-1.4243181,-1.0578856,-0.019151092,1.7207923,-2.1022713,0.0060811937,0.9880147,0.1028622,-0.60700685,0.21763562,-0.8764382,2.1460724,-1.4499199,1.4555266,-0.67906415,-0.39110595,-0.94862777,0.3205702,-0.68266076,-0.74482137,0.9452021,-0.8021327,-0.5593717,2.0001915,-1.1570603,-0.3843387,-0.7802901,0.483427,-1.4235823,1.319318,0.607289,0.59909964,0.053757474,0.3137895,1.079865,-2.0524645,-1.023821,-0.75053644,0.15719508,2.0847964,0.119550794,0.5282055,-1.0514128,-0.14351863,0.113919444,-0.4880249,1.9447225,0.35183346,-0.22834599,0.11140892,-1.2459515,0.33775905,0.27892995,-1.3434851,-0.40133289,-1.8337168,2.5876157,1.9220318,1.6866306,-1.1447384,-1.0409868,0.7140772,0.7810721,2.18045,-2.2939575,0.38158965,0.6013018,-1.2999326,-1.2071764,-0.6648176,1.3764455,0.43030486,1.8811507,1.472606,-2.747799,-1.599488,0.745685,-0.60481024,0.15501246,1.5127711,1.0336099,-1.2561365
town7_000010.png,GO,town7_000290.png,LEFT,11.495810055327755,-0.04426582,-0.6197511,-0.6632336,0.32459265,-0.9040687,1.4708933,1.5680794,-0.5206657,0.9270739,1.0651364,-0.14101657,-0.4054954,-0.6792004,1.3425072,1.6084087,-2.8155286,1.3232832,-1.5843825,-0.26424354,0.284248,-1.2268018,-0.7039651,-2.7764537,1.7034047,-1.9585091,1.4180535,2.734924,0.4284479,-1.4623481,-0.9252752,0.9515156,-0.20993403,0.08591718,-0.8874207,-1.7617369,0.49508226,-0.5348686,-0.80471575,2.675513,1.4856703,-1.1888205,0.15666361,-0.18948185,-0.81330156,0.69642353,-0.22958137,-1.4243181,-1.0578856,-0.019151092,1.7207923,-2.1022713,0.0060811937,0.9880147,0.1028622,-0.60700685,0.21763562,-0.8764382,2.1460724,-1.4499199,1.4555266,-0.67906415,-0.39110595,-0.94862777,0.3205702,-0.68266076,-0.74482137,0.9452021,-0.8021327,-0.5593717,2.0001915,-1.1570603,-0.3843387,-0.7802901,0.483427,-1.4235823,1.319318,0.607289,0.59909964,0.053757474,0.3137895,1.079865,-2.0524645,-1.023821,-0.75053644,0.15719508,2.0847964,0.119550794,0.5282055,-1.0514128,-0.14351863,0.113919444,-0.4880249,1.9447225,0.35183346,-0.22834599,0.11140892,-1.2459515,0.33775905,0.27892995,-1.3434851,-0.40133289,-1.8337168,2.5876157,1.9220318,1.6866306,-1.1447384,-1.0409868,0.7140772,0.7810721,2.18045,-2.2939575,0.38158965,0.6013018,-1.2999326,-1.2071764,-0.6648176,1.3764455,0.43030486,1.8811507,1.472606,-2.747799,-1.599488,0.745685,-0.60481024,0.15501246,1.5127711,1.0336099,-1.2561365
town7_000016.png,GO,town7_001094.png,RIGHT,11.258388440864408,1.2477407,-0.8321687,-0.06607498,1.6002411,-0.2433461,1.2376217,-0.7810339,0.30594546,0.6025053,0.7269824,-0.50411314,-0.07814063,0.81303453,1.5355612,0.71755576,-3.217232,0.398628,-1.3189015,-0.18442017,-0.039856404,0.514347,-1.1291672,-0.40934676,1.6001788,0.1815587,1.4658157,3.0361166,-0.1588155,-1.3023623,-1.0271175,0.59378326,0.52632886,0.4197142,-1.382675,-2.1198032,2.4384933,0.055326223,0.014995597,2.443512,0.070684776,-1.8079296,-0.23639825,0.5420291,-0.07971781,-0.10657734,-1.1823633,-0.6636954,-0.07213889,-1.284705,1.3558924,-2.1031523,-0.7204506,1.2245793,-0.88036704,0.94136816,1.0901365,-0.06558153,2.3659155,-1.3038689,0.53198284,-0.230197,0.19275798,0.2700296,-0.8261993,1.0542284,-0.8309267,1.2827746,-0.137144,0.39788127,2.3970544,-0.36177975,-0.8385931,-0.31783086,0.7199022,-1.6769595,-0.3592142,1.0366259,1.4196137,-0.057340145,0.029851787,0.5533772,-1.2626671,-0.69785637,-0.32616317,0.6089916,1.364466,0.39614052,0.24406086,-0.24261874,0.23283671,-0.39678118,1.565804,0.17162487,0.26409596,-0.0869993,1.1969063,-1.8590803,-1.7331941,2.7929256,-1.2039758,0.92178714,-1.8601719,2.2169259,1.1722594,1.252532,-2.101713,-1.3653933,-1.2284337,0.30900717,1.4126649,-1.0884379,1.0450037,0.51656884,-2.1252441,-1.3444347,-1.4722859,-0.46480805,-0.790404,2.3290367,0.561005,-2.017888,-1.3319849,1.5827191,-1.4987881,-0.9606154,0.19437888,2.234075,-0.16328666
town7_000024.png,GO,town7_000290.png,LEFT,11.57458590280351,-0.04426582,-0.6197511,-0.6632336,0.32459265,-0.9040687,1.4708933,1.5680794,-0.5206657,0.9270739,1.0651364,-0.14101657,-0.4054954,-0.6792004,1.3425072,1.6084087,-2.8155286,1.3232832,-1.5843825,-0.26424354,0.284248,-1.2268018,-0.7039651,-2.7764537,1.7034047,-1.9585091,1.4180535,2.734924,0.4284479,-1.4623481,-0.9252752,0.9515156,-0.20993403,0.08591718,-0.8874207,-1.7617369,0.49508226,-0.5348686,-0.80471575,2.675513,1.4856703,-1.1888205,0.15666361,-0.18948185,-0.81330156,0.69642353,-0.22958137,-1.4243181,-1.0578856,-0.019151092,1.7207923,-2.1022713,0.0060811937,0.9880147,0.1028622,-0.60700685,0.21763562,-0.8764382,2.1460724,-1.4499199,1.4555266,-0.67906415,-0.39110595,-0.94862777,0.3205702,-0.68266076,-0.74482137,0.9452021,-0.8021327,-0.5593717,2.0001915,-1.1570603,-0.3843387,-0.7802901,0.483427,-1.4235823,1.319318,0.607289,0.59909964,0.053757474,0.3137895,1.079865,-2.0524645,-1.023821,-0.75053644,0.15719508,2.0847964,0.119550794,0.5282055,-1.0514128,-0.14351863,0.113919444,-0.4880249,1.9447225,0.35183346,-0.22834599,0.11140892,-1.2459515,0.33775905,0.27892995,-1.3434851,-0.40133289,-1.8337168,2.5876157,1.9220318,1.6866306,-1.1447384,-1.0409868,0.7140772,0.7810721,2.18045,-2.2939575,0.38158965,0.6013018,-1.2999326,-1.2071764,-0.6648176,1.3764455,0.43030486,1.8811507,1.472606,-2.747799,-1.599488,0.745685,-0.60481024,0.15501246,1.5127711,1.0336099,-1.2561365
town7_000027.png,GO,town7_002802.png,STOP,10.458803541689935,1.0377964,-0.6115267,0.29743576,-0.40770793,-1.2656311,1.1515325,1.0167106,-0.93113434,0.20611963,0.93098676,-0.6880095,0.019975074,1.5447385,2.034569,2.9220212,-1.703733,0.52337575,-2.8297136,-0.8158821,0.2933566,0.22107813,-0.512182,-1.6834613,1.2651798,-1.888409,0.80330706,4.235685,-0.3665689,-1.9423774,-1.9233483,0.8083212,-1.452723,-1.7350883,-0.7001475,-2.1756482,0.22096689,-1.1418025,0.6839986,2.5067084,0.2483774,-1.3295122,0.74825275,-0.2735778,0.52274585,0.022768304,-1.1167456,-0.76887345,-0.48632687,-0.28009596,1.6037755,-3.167376,0.46482572,1.1005398,1.4100144,0.08812411,0.4926936,-0.71899545,1.9352711,-1.1492084,0.51629376,0.4374181,0.15863147,0.613398,0.40513423,0.63102025,-0.06612505,1.84636,-1.1064231,-1.5043344,2.424883,-0.24606493,-0.8634345,-0.8317349,-0.44938612,-1.207999,0.87050354,0.97451156,1.2156606,0.77754164,-0.17383963,0.37206456,-1.0159453,0.23224585,-0.10431382,0.23912519,2.3217168,1.5372207,1.3177494,-0.970579,0.20355259,-0.8271539,0.84715605,1.8389828,0.11600808,-0.92733955,0.838508,-0.4928285,0.63398093,0.5688395,-0.5252055,-0.60232186,-2.4784267,2.0969076,2.5933664,1.1591029,-1.158325,-0.5329759,-0.5569371,0.32028577,1.2506682,-2.1255116,1.420182,0.47575778,-1.305948,-1.7800275,-1.6065062,1.2700388,0.1439256,2.1811497,2.164868,-2.1121151,-0.8946934,1.4737144,-0.6324072,-0.49790978,0.7075412,0.88717353,-0.28741956
town7_000028.png,GO,town7_000290.png,LEFT,10.328330126777688,-0.04426582,-0.6197511,-0.6632336,0.32459265,-0.9040687,1.4708933,1.5680794,-0.5206657,0.9270739,1.0651364,-0.14101657,-0.4054954,-0.6792004,1.3425072,1.6084087,-2.8155286,1.3232832,-1.5843825,-0.26424354,0.284248,-1.2268018,-0.7039651,-2.7764537,1.7034047,-1.9585091,1.4180535,2.734924,0.4284479,-1.4623481,-0.9252752,0.9515156,-0.20993403,0.08591718,-0.8874207,-1.7617369,0.49508226,-0.5348686,-0.80471575,2.675513,1.4856703,-1.1888205,0.15666361,-0.18948185,-0.81330156,0.69642353,-0.22958137,-1.4243181,-1.0578856,-0.019151092,1.7207923,-2.1022713,0.0060811937,0.9880147,0.1028622,-0.60700685,0.21763562,-0.8764382,2.1460724,-1.4499199,1.4555266,-0.67906415,-0.39110595,-0.94862777,0.3205702,-0.68266076,-0.74482137,0.9452021,-0.8021327,-0.5593717,2.0001915,-1.1570603,-0.3843387,-0.7802901,0.483427,-1.4235823,1.319318,0.607289,0.59909964,0.053757474,0.3137895,1.079865,-2.0524645,-1.023821,-0.75053644,0.15719508,2.0847964,0.119550794,0.5282055,-1.0514128,-0.14351863,0.113919444,-0.4880249,1.9447225,0.35183346,-0.22834599,0.11140892,-1.2459515,0.33775905,0.27892995,-1.3434851,-0.40133289,-1.8337168,2.5876157,1.9220318,1.6866306,-1.1447384,-1.0409868,0.7140772,0.7810721,2.18045,-2.2939575,0.38158965,0.6013018,-1.2999326,-1.2071764,-0.6648176,1.3764455,0.43030486,1.8811507,1.472606,-2.747799,-1.599488,0.745685,-0.60481024,0.15501246,1.5127711,1.0336099,-1.2561365
town7_000041.png,GO,town7_006392.png,RIGHT,11.431838801644734,1.0399524,-0.15850057,0.48140728,-0.50496006,-1.1889693,1.6471074,0.5123732,-1.0706782,0.9414205,1.2549143,-0.65909183,0.21309602,0.69317526,1.8810501,3.2554631,-1.2915108,0.7541331,-2.442569,0.2504315,-0.09342839,0.64782846,-0.54393744,-2.1536531,1.1185615,-2.3782117,1.2012981,4.1234827,-0.20469089,-1.455039,-1.7810316,0.36673138,-1.1987356,-1.2313919,-0.73467827,-1.7435477,0.92637914,-0.8439105,-0.35247874,1.7098451,0.790262,-0.9561781,0.23818225,-0.27110043,0.53027993,-0.51804614,-0.086317375,-1.2583679,-0.32657143,0.022292651,1.9686021,-2.2188246,0.39596784,0.8547846,1.5027252,0.63287616,0.28714117,-0.23297305,2.0741613,-1.3047893,0.52084446,0.41274047,-0.13219845,0.246647,0.08958675,1.1039898,0.49660268,2.0602837,-0.8709857,-2.0326655,2.2098358,0.31173205,-0.74666244,-0.022669494,-0.33140957,-0.3765161,0.9842489,1.1744055,0.8759998,-0.104684204,-0.3919657,0.35213318,-1.1499232,-0.62823164,0.5061682,0.0047629364,2.06518,0.21644184,1.47373,-0.8374011,0.76181376,-0.23699029,0.68648136,1.5228803,0.008416042,-0.8843142,1.2596166,-0.581477,-0.054756805,0.98052335,-0.37452078,-0.36428165,-1.8001784,1.6166723,1.6415983,1.6464177,-1.159892,-0.43089718,-1.2303572,-0.4006779,1.0049849,-1.5177472,1.1383404,-0.62731653,-2.0055287,-2.1209905,-1.256731,1.246756,0.3643598,2.4368417,2.0865233,-2.1762528,-0.8335549,2.0199277,0.55725795,-0.43219382,0.8813865,1.0519019,0.47498816
town7_000044.png,GO,town7_000997.png,RIGHT,9.384420206309017,0.18588974,-0.1666338,-1.0735612,0.15089342,-0.69044423,1.4444133,2.044883,-0.063650265,0.16065672,0.67512244,-0.026686326,-0.39927417,-0.33898437,1.1510676,1.8924674,-3.0471175,0.9924711,-1.312682,0.0038178563,0.09253906,-0.8536478,-0.08365587,-2.4573047,2.1421082,-1.8304145,0.76121056,1.8915639,0.5972745,-1.6128848,-0.990947,0.93806183,0.28379798,-0.07595922,-0.87839913,-2.360564,0.08403057,-0.21755461,-0.22462203,2.6120334,0.9220976,-1.1907071,0.6038464,-0.15550697,-0.8040496,0.46262008,-0.21902245,-1.0284692,-1.452014,-0.20425262,1.9989027,-1.8115991,-0.74147666,1.2841653,0.2644098,-0.2468976,0.2550403,-0.5579902,2.1526477,-1.8359061,1.3069754,-0.71803355,0.024202242,-0.6192292,-0.09853822,-0.94447047,-0.6741257,1.1516132,-0.95845425,-0.72037756,1.8800128,-0.8208149,0.44835466,-0.48074424,0.69561255,-1.5364053,0.83896583,0.3657484,1.6684347,-0.20183565,-0.268512,1.1933706,-1.2834692,-0.48652434,-0.90686756,-0.1712801,1.889008,0.22532572,0.811011,-1.1900706,-0.11940945,0.08902429,-0.65593606,1.6332322,0.9301831,0.1533986,1.1226718,-2.100007,-0.2136619,0.5207994,-1.7262877,-0.5079793,-1.5580932,2.3887584,1.9768829,1.2673329,-1.3419576,-0.41780016,1.0787954,0.46194816,2.551608,-2.2990875,0.77318037,0.9185983,-1.2858186,-1.3616599,-0.9007339,1.1233557,0.12617454,2.743535,1.4001653,-2.931317,-1.8366319,0.88111925,-1.0731142,-0.4196437,1.956216,0.9746526,-1.0132577
town7_000054.png,GO,town7_000537.png,STOP,9.347626762373695,0.4901454,-1.370581,-0.4147711,0.5769156,-0.5198628,1.4051869,0.3492267,-0.2719344,-0.17387787,0.77435595,-0.43191767,-0.5261211,0.29812983,1.610158,1.7580537,-3.3542387,0.09945588,-0.74012166,-0.49451298,-0.40497598,-0.38894877,0.23691471,-0.34316462,2.351791,-0.6436164,1.5363607,1.4733518,0.12334663,-0.826985,-0.79101735,1.3781635,0.08314796,-0.38761348,-1.4213736,-1.9292625,1.3382407,-0.5812641,0.45532423,2.1092997,0.7410826,-0.95870113,0.5129761,-0.24285167,-0.885451,-0.5297717,-1.3143525,-0.36554584,-0.89932036,-0.51097023,-0.2014141,-1.5294181,-0.11699103,1.2542398,-0.6133432,-0.7649206,0.8762108,-0.6956562,1.6105014,-1.6434331,0.50396365,-0.038605362,0.10905269,-0.16958466,-0.10146529,-0.055624403,-0.98460674,-0.057991967,-0.7863788,-0.84467244,1.3536518,-1.0105984,-0.13555728,0.4513336,-0.15906505,-0.6439511,-0.45245457,0.27308837,2.307933,1.145975,-0.13800398,1.1111639,-0.74925476,-0.3994198,-1.1706638,0.1400248,1.9342122,2.3633165,-0.098637424,-1.8693937,0.47785223,-0.42123777,1.5584643,0.28802234,0.087109864,0.27089262,0.93401617,-1.7418423,-0.116682425,1.9496547,-0.74269086,0.3118413,-1.7051823,2.0468507,1.3833394,0.7659904,-0.91258717,-0.5348319,-0.21952026,0.23812371,1.4021413,-1.7232647,2.1743488,1.6272969,-1.1218545,-0.67967016,-1.9453571,0.12759617,-0.8719516,2.9118264,1.1647471,-2.2377005,-0.68462825,0.52145725,-1.369684,-0.8103302,1.0758301,2.4141948,-0.4995221
